"cate_true","cate_deepsurv","cate_csf"
-5.17002096374211,-4.26207647058027,-4.7024362380312
0.729098569577218,0.233476503952261,-0.11684939555129
-2.98871102846431,-1.81141260041977,-3.00137897627353
-4.04887835367742,-2.42656727631538,-4.10430932591156
-3.13212623107972,-1.90918598427288,-2.96956484096741
-0.937111040165291,-0.734428176660913,-0.742118251755432
-3.84285711591723,-3.82312158990214,-3.735861795716
-0.988633297518163,-0.759840672185419,-1.07619755870938
-4.69497548990166,-5.19069898489101,-5.0350034373353
-1.13354870267153,-0.830190198266791,-0.899448944906908
-3.99828566730398,-3.62305918273728,-3.97125161305422
-4.36825868166643,-5.24306761906135,-4.65511220325775
1.06784611617832,1.45729118185409,1.13451245571852
-0.157216067416584,-0.0445904749221882,0.093312403962744
-0.816112020364471,-0.674382247988433,-0.751160421799925
-4.06021980937152,-2.4349716487659,-3.98314002868337
-0.140837320437186,-0.0331137797420524,0.0430202724458985
0.73752835893265,1.21842387760807,0.670279301572348
1.27840947722825,2.00357748789611,1.15931668569053
-3.98898306963075,-3.64211374394233,-3.98084566366696
-0.0752030902592651,0.0133995587138998,0.00779306681611253
1.00692737056033,1.53334868439379,1.26397734027171
-0.647771757587179,-0.589726363051341,-0.812681211482112
-5.15089449588616,-3.91452556615491,-4.69785648884857
-3.44576044332711,-4.0047982386244,-3.56043997097195
0.24612428720161,0.255746872512645,0.513889535440353
-0.223091062199273,-0.0901364626197392,0.165013353234017
1.01140397743984,1.53237954481119,1.24588713844481
-3.33339752409188,-1.94840645791828,-3.7290238121084
0.912295542669881,0.390243825981088,0.340179736114729
-3.29612956444333,-2.03421149483574,-3.22345056308014
-4.29784838904578,-2.62045385492638,-4.1727673277323
-4.08150713569579,-3.22849578807586,-3.62642613907734
0.593715933732938,0.561128000946155,0.459319126442862
-3.43886124290918,-2.15725799532993,-3.41061237333956
1.58758214528393,2.0992869754773,1.7408510765179
0.822687798979132,0.827967700689442,0.986467843829679
1.2949749902516,0.812648319080836,0.805124874229152
1.29110398697321,2.01846931297951,1.1731928703169
-1.33292251951934,-0.78374843597885,-1.50361395220646
-2.12050728140252,-1.23682416954944,-2.64615139210485
0.100480999320553,-0.197332509696935,-0.059843043767583
-4.46076203045959,-2.76117023983988,-3.92103842345331
0.75821396945571,0.743144677161581,0.432760428309484
1.06814203934846,1.44852394517329,1.01424210797131
-3.22563372207054,-1.97842261906771,-3.19479012699056
0.849457563688475,0.866266902479765,1.41395277424364
-3.89988458870872,-3.76849297429169,-3.66860574485623
0.339833782306187,-0.0514169678999679,0.122325438142312
-4.13120346671769,-2.48863060367739,-4.18509300604839
-2.68218135030861,-1.56409496584638,-3.24313533000997
1.19283489066652,0.68139313073425,0.885994809941396
-5.0945800499789,-4.66230801434301,-5.09630348356383
-3.75285827707967,-2.47259648152021,-3.64917991185914
-1.57341941900336,-0.924897804008651,-2.57613109833625
-2.65635649909194,-1.60179385169795,-2.31315937303872
-3.81580530411418,-2.55022831420092,-3.50223718988238
-1.83810178745443,-1.16753776015321,-2.71063883417461
1.01974363608861,1.55102980768061,1.10766936687054
-2.50259797180627,-1.45771112041894,-2.08691135839801
0.0907514414675461,0.135865560202546,0.330178378971681
-2.26906389348676,-1.38580754406576,-2.0177579446485
-3.8533412262999,-2.28677266598243,-4.19931992421354
-5.16549370806752,-4.32222901729301,-4.60458779758198
0.758920152147311,0.744036778549344,0.344517860557367
-3.99967044687337,-3.62010170895337,-3.9396641257174
-2.74941876827961,-1.60370595416953,-3.48335601266987
-4.08162802170265,-3.2340932829793,-3.63034254352716
-4.05490325336626,-3.03093634259312,-3.71052321564758
-4.34882168863101,-2.66296611973939,-4.12884032500722
1.00639593519986,1.16551020060433,1.37150421676694
-1.00880703881489,-0.769819049407488,-1.15397753309999
-4.01420851532146,-2.4008646442021,-4.1111574896733
0.959865486526496,1.0562245892379,0.768055310112621
0.479780563209033,0.452661925724897,0.370289053901394
-3.62704333786101,-2.33728336481863,-3.75909304724783
-3.9376257178136,-2.73490150746329,-3.54016053008812
-3.32121694650601,-2.0549584997375,-3.42605480579871
1.34149686706746,0.87987812998108,1.12832862869188
1.02808810917622,1.22982452631186,1.37342823837967
-3.84180855890332,-3.82401847149436,-3.62469884736266
-2.37167754677694,-1.38134011133661,-2.71551929377734
-1.56739112190053,-0.921428198140347,-2.53225961972377
-0.691320318358976,-0.394851550363455,-0.428704374661817
1.58983798851477,1.44962556820883,1.40544173582394
-3.97075205294601,-2.3695067575859,-4.24161163400937
-0.351789993299008,-0.176863058492927,0.091553186323727
-0.468117635103908,-0.253046598392757,-0.548550760804126
-4.06014408330784,-3.05376824762789,-3.76702188660685
-3.99098687866677,-2.84173105952777,-3.60558527058891
-5.16690936731354,-4.3064291904218,-4.69823516444457
0.347518734560026,0.337803223927949,0.167750842578037
-3.76639316226465,-2.48862255805034,-3.63225326538066
-5.16708471793675,-4.30435570995451,-4.69748619364461
